ENTREZID,SYMBOL,GENENAME,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF
217337,Srp68,signal recognition particle 68,5.626248935,5.55749727,5.573726223,5.459425204,5.366049024,5.384176396,5.928952225,5.878988553,6.448725604,6.293028129,7.083177955,7.164986795
14428,Galr2,galanin receptor 2,-1.320339544,-1.200291289,-0.206516853,-0.645046736,-0.349373724,-0.919604352,-0.943961426,-1.030801101,-0.527445833,-0.133689947,-0.802315064,-0.199052674
53413,Exoc7,exocyst complex component 7,4.738240482,4.617109519,4.92101106,5.021893067,5.142479373,5.205191274,4.734304794,4.474257535,4.494205825,4.369383688,4.276636277,4.469678185
15223,Foxj1,forkhead box J1,7.291326808,6.386303774,4.747679457,4.099461621,3.204337843,3.411702075,4.621173489,4.075558772,1.698266947,2.508605729,1.313162153,0.634937375
217340,Rnf157,ring finger protein 157,0.459879248,0.158789804,-0.146395861,-0.554848927,-1.086339318,-1.536275712,-0.375677667,-0.107422382,-2.674287221,-1.883711694,-0.461278146,-0.330297207
319370,Ubald2,UBA-like domain containing 2,5.14974456,4.908233168,4.640840419,4.49219234,4.371530097,4.526939583,5.939103156,5.968032457,5.845349032,5.870568486,5.234774254,4.810715103
217341,Qrich2,glutamine rich 2,0.756011342,1.24193104,1.059073257,1.030113574,-0.052391986,0.338193406,-2.994587499,-0.531230091,-3.159714048,-2.53578839,-4.70920566,-4.72261463
67763,Prpsap1,phosphoribosyl pyrophosphate synthetase-associated protein 1,5.963050828,6.043917404,6.244167952,6.029658106,6.274977878,6.311303688,5.298062803,5.315177608,5.284058345,5.212404459,4.522015521,4.619460038
20698,Sphk1,sphingosine kinase 1,9.21455537,9.447440853,9.599844229,9.664282917,9.750274656,9.596309698,7.6207794,7.796295169,7.296640367,7.32994488,6.02465706,5.456050221
217342,Ube2o,ubiquitin-conjugating enzyme E2O,6.598264472,6.224148886,6.051472739,5.825448145,5.671725228,5.769330077,5.713264609,5.700400871,5.483420614,5.400849549,4.748175219,4.775237207
217344,Rhbdf2,rhomboid 5 homolog 2,6.349931833,5.873733794,5.26610918,5.018224419,4.525563726,4.549772028,6.900013757,6.922793293,7.418658643,7.396426361,6.588283841,6.256810566
114886,Cygb,cytoglobin,2.627773714,2.819178575,3.470115476,3.702253149,2.874490085,2.595752682,-0.129517079,0.681073513,-1.08932472,-0.95082589,-0.316888237,-0.635151789
66293,1810032O08Rik,RIKEN cDNA 1810032O08 gene,4.581314403,4.583347564,4.659907151,4.757208924,3.945509548,3.96834468,3.87929599,3.67917398,3.521172873,3.505479628,3.786649367,4.199226307
20446,St6galnac2,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",4.530051155,4.703459599,3.381001352,3.386598891,3.872282441,4.272795682,4.724556818,4.723164846,4.762721692,5.583893856,7.090480701,7.146593621
634720,Gm11735,predicted gene 11735,-5.8439015,-5.723853245,-5.761105705,-5.599243046,-3.89369424,-5.443166308,-5.801942421,-5.888782096,-5.481642143,-5.343143313,0.717059095,0.831974222
67622,Mxra7,matrix-remodelling associated 7,3.576058678,3.334138478,2.331651436,2.372300508,2.865639167,2.883263179,1.615910094,1.626917743,-0.437248024,-0.485162317,-0.621742819,-0.815724034
107817,Jmjd6,jumonji domain containing 6,6.469264976,6.147667017,6.247673043,6.054049899,5.985378411,6.083821898,5.128055641,5.203314319,5.465994795,5.474639809,5.054006707,4.979558056
74319,Mettl23,methyltransferase like 23,1.982646987,1.898198574,1.398765632,1.695377703,2.083585684,2.119076116,1.713757417,1.776553821,1.61638994,2.188238148,2.085210206,1.385909827
20382,Srsf2,serine/arginine-rich splicing factor 2,9.136282715,8.798789582,8.503703387,8.305673765,8.023056069,8.234223009,8.657553236,8.607385115,8.33664044,8.188116294,8.272183236,8.357370077
69900,Mfsd11,major facilitator superfamily domain containing 11,3.892500431,3.7252954,3.700373742,3.918426342,4.291181103,4.362577564,3.981055788,3.823744905,4.772205342,5.143691709,5.384872026,5.258952652
76972,Snhg20,small nucleolar RNA host gene 20,1.718340924,1.727357867,2.62691158,2.301623762,1.121256101,1.215045175,2.717693832,2.794212488,1.985963407,2.091484915,1.594575088,1.720328866
74136,Sec14l1,SEC14-like lipid binding 1,6.657686923,6.620720077,6.170739835,6.342171425,6.770160319,6.452787585,6.932978846,6.889911088,6.328527795,6.381796806,7.345737757,7.036857491
53860,9-Sep,septin 9,5.835138686,5.797256399,6.643237587,6.7184522,5.82226775,5.799412382,6.100809524,6.402100727,7.327925039,7.102647524,6.102169034,6.241003988
78403,2900041M22Rik,RIKEN cDNA 2900041M22 gene,-2.673976498,-2.916498323,-4.176143204,-3.277314951,-3.89369424,-1.74272659,-0.847746111,-1.36522014,-5.481642143,-2.173218311,-4.70920566,-2.400686535
217351,Tnrc6c,trinucleotide repeat containing 6C,6.11718639,5.915939648,5.668824036,5.509934657,5.898011321,5.878198124,5.197352966,5.25268646,4.966474162,4.979911448,4.583115973,4.759184802
217353,Tmc6,transmembrane channel-like gene family 6,5.674259856,5.739160168,5.395609439,5.554942163,5.756759195,5.856614095,5.04433149,5.116140583,5.16131208,5.481019897,6.056494828,6.194011292
217356,Tmc8,transmembrane channel-like gene family 8,2.216794432,2.115350543,2.443465439,2.493514095,2.309245819,2.493471631,1.546785733,1.718548218,0.072946709,0.634136611,1.072154054,1.467209929
20973,Syngr2,synaptogyrin 2,5.153983628,4.756936956,4.606309046,4.732793502,4.441696115,4.381792433,6.613535286,6.357067675,6.293556586,5.965764492,6.071334108,5.925742952
21877,Tk1,thymidine kinase 1,3.065991584,3.118497098,2.742720033,2.472219316,0.671090379,0.284754147,3.56656404,3.597047213,2.683264784,1.987773566,4.022113371,3.548848398
71562,Afmid,arylformamidase,1.639914277,1.28737401,1.690105407,1.658144796,1.341522222,1.186190312,2.29081472,2.382680932,1.794482262,1.951477436,1.890707182,2.288612626
11799,Birc5,baculoviral IAP repeat-containing 5,2.032615447,2.177013563,1.860946114,1.749485108,0.249263714,0.111422544,3.370485087,3.426367467,3.725372177,3.207603473,4.788646177,4.313558983
71776,Tha1,threonine aldolase 1,1.450719249,1.352962352,1.418803385,1.220935916,1.463857765,1.675774765,2.01183877,2.437647391,1.678229194,2.431643747,1.557580881,1.753118801
100503754,Gm11725,predicted gene 11725,-1.089013998,-1.200291289,-1.368788282,-1.351315533,-1.778217023,-0.799310118,-1.895051826,-1.244925906,-3.896679642,-3.758180812,-1.539280658,-1.915259708
12702,Socs3,suppressor of cytokine signaling 3,10.81195062,10.30618878,10.05785088,10.56607618,10.89374924,11.10018276,7.995212451,7.897998022,6.872331679,7.019622432,7.836965342,8.573871457
74451,Pgs1,phosphatidylglycerophosphate synthase 1,5.094942958,5.095527546,5.125352991,5.178012269,5.147964912,5.039641649,5.249946235,5.338232098,5.828402537,5.759488576,6.735291627,6.835327657
69926,Dnah17,"dynein, axonemal, heavy chain 17",1.877197689,2.010856375,1.770275756,1.900602841,1.416161023,1.522617977,1.316998651,0.981582624,2.154982477,2.405049537,1.356883531,1.90674199
791367,Gm10099,predicted gene 10099,-1.20004531,-1.816962649,-1.513178192,-0.955386856,-1.571766145,-1.050848885,-1.895051826,-0.844387976,-0.837785953,-0.298749193,-0.461278146,-1.022174912
19157,Cyth1,cytohesin 1,5.383112694,5.219394151,5.072575044,4.881547155,4.765707094,4.805947145,4.901095968,5.139814681,6.07438485,6.067837954,5.946325063,5.925742952
72344,Usp36,ubiquitin specific peptidase 36,6.360363956,6.437593602,6.316043811,5.865813122,5.082631204,5.290696412,6.124724208,6.075197692,6.419601889,6.288488493,5.484319701,5.589133685
21858,Timp2,tissue inhibitor of metalloproteinase 2,8.196302589,8.254946575,8.760801398,8.789783234,8.904710056,8.775926566,7.654283634,7.575636022,7.965570258,8.435036511,7.283378684,7.302871027
58251,Cep295nl,CEP295 N-terminal like,0.178466313,0.342235945,1.294176731,1.087257481,0.7881298,0.48757103,-1.047054919,-0.844387976,1.952986085,2.662481237,-0.316888237,-1.022174912
19039,Lgals3bp,"lectin, galactoside-binding, soluble, 3 binding protein",1.763428814,1.436018092,2.026796854,2.325569457,1.416161023,1.243334219,4.646173884,4.143263631,3.754372049,3.505479628,3.227432279,2.914009991
76025,Cant1,calcium activated nucleotidase 1,4.015633286,3.813365155,4.054277591,4.263394311,4.672359798,4.750359053,4.789579925,4.734184849,4.719256462,4.697146408,4.921971396,4.747027187
56745,C1qtnf1,C1q and tumor necrosis factor related protein 1,3.203222412,3.0607816,3.68804294,3.453325005,2.17239495,2.595752682,6.407815535,5.825892732,6.887682559,6.761127816,2.324217342,1.686776306
217364,Engase,endo-beta-N-acetylglucosaminidase,2.184004497,1.898198574,1.398765632,1.434179955,1.341522222,1.851454441,2.422059253,2.235339216,2.871504682,2.377955876,3.524414017,3.621681278
52897,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",1.098613005,0.905503375,1.785788755,2.450605503,1.391707979,1.186190312,-1.71447958,-1.640854582,-1.781202425,-2.53578839,-3.124243159,-2.400686535
12416,Cbx2,chromobox 2,2.446117347,2.010856375,1.00707862,0.378036877,-0.052391986,0.665358149,2.074574525,2.150136894,1.118270699,0.587594025,0.717059095,0.32177949
30951,Cbx8,chromobox 8,2.20594705,1.495315275,1.133712058,0.908551594,1.262810246,2.072533531,2.074574525,2.335219579,1.756762596,1.599371193,1.860649948,1.963885897
12418,Cbx4,chromobox 4,6.621409809,5.947245481,5.697813502,5.443100334,5.691894295,6.266348353,4.313101229,4.397775666,4.298077212,4.503914034,4.866333587,4.919437063
207592,Tbc1d16,"TBC1 domain family, member 16",5.002372411,4.822076524,4.933252182,5.02555241,5.030128421,5.140856632,4.591448036,4.834878849,2.880301631,2.695775677,3.262337894,3.338081302
207607,Ccdc40,coiled-coil domain containing 40,1.211380936,0.298514568,0.467712986,0.331494291,-1.086339318,-0.488969997,0.030947593,0.260965024,-3.159714048,-3.021215218,-1.539280658,-3.137652129
14387,Gaa,"glucosidase, alpha, acid",6.639158478,6.753146041,6.798032351,6.687603456,6.646433799,6.667643219,5.983101293,6.186362748,6.718949995,6.796088258,6.54641309,6.537716889
192170,Eif4a3,eukaryotic translation initiation factor 4A3,5.205266372,5.222321996,5.248023085,5.103795343,4.709932105,4.546937656,5.516035401,5.540101456,5.528885963,5.453707483,4.982537859,4.951577638
170720,Card14,"caspase recruitment domain family, member 14",-2.673976498,-1.200291289,0.505680836,0.283400003,-1.086339318,-0.799310118,2.431677255,2.869441119,5.056546789,5.155705894,5.899049162,6.122091135
27029,Sgsh,N-sulfoglucosamine sulfohydrolase (sulfamidase),3.584458673,3.215725969,3.291462346,3.469535232,3.563002411,3.778420813,3.471853178,3.10273975,3.391801969,3.311492716,3.762469555,3.960379954
268512,Slc26a11,"solute carrier family 26, member 11",3.083876462,3.328714806,2.556306909,2.605328098,3.190228244,3.354495218,2.677837843,2.990801154,3.440198794,3.902409394,3.0786969,3.391127536
672511,Rnf213,ring finger protein 213,6.778379155,6.931006509,7.075930839,6.550186544,6.549594687,5.942156868,7.275374025,7.055014724,7.175899617,6.759160505,7.612440631,7.930006305
338371,Endov,endonuclease V,3.727851144,3.604821682,3.708536112,3.862236401,3.941303437,4.191644742,4.029364822,4.098481916,3.819854052,3.670877158,3.74612156,3.895770872
18164,Nptx1,neuronal pentraxin 1,6.662654031,6.255929186,6.834384902,6.707103507,5.976156608,6.09453744,0.67379101,1.12244516,-1.394179302,-0.699287123,-2.387277565,-1.552689628
74370,Rptor,"regulatory associated protein of MTOR, complex 1",5.322889251,5.016770799,5.379084998,5.380182149,5.110994406,5.177969806,5.420248717,5.272979648,5.624920797,5.400849549,6.011038598,5.920339594
319454,Rptoros,"regulatory associated protein of MTOR, complex 1, opposite strand",-3.521973405,-4.138890744,-5.761105705,-3.277314951,-5.478656741,-5.443166308,0.501838327,0.219742361,-3.896679642,-3.758180812,-2.387277565,-3.137652129
208092,Chmp6,charged multivesicular body protein 6,2.269840666,1.941482672,2.57428465,2.718169568,2.385529404,2.617529624,2.733332955,2.984662017,3.309520745,3.192132064,3.383551481,3.359534412
108100,Baiap2,brain-specific angiogenesis inhibitor 1-associated protein 2,8.175776093,7.732116058,7.275583064,7.269772369,7.692989201,7.607532637,7.312938608,7.305820879,7.125919353,7.444963233,5.953462716,5.829093632
11302,Aatk,apoptosis-associated tyrosine kinase,4.70009695,4.647923399,4.84159316,4.518400055,4.20609188,4.494943018,-1.278380465,-0.759499079,-2.311717142,-2.53578839,-3.124243159,-1.022174912
12009,Cep131,centrosomal protein 131,3.576058678,3.290167225,3.744705849,3.447880866,3.351065994,3.951296387,3.731387311,3.686757151,3.912820552,4.007795869,3.543459773,3.567404217
78777,Tepsin,"TEPSIN, adaptor related protein complex 4 accessory protein",2.619622873,2.200959259,2.090643336,2.188659513,2.481345191,2.433350639,2.881052162,3.237922377,2.780452702,3.144696721,3.262337894,3.707837922
208501,Ndufaf8,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 8,2.683575506,2.358295796,2.685977521,2.360758886,2.504336834,2.357733592,2.881052162,2.736926747,2.835770471,2.533373634,2.566918745,2.626113524
72055,Slc38a10,"solute carrier family 38, member 10",6.787048127,6.584201314,6.310691817,6.378394644,6.6903287,6.725192419,6.969340698,7.019798168,7.247766174,7.074972829,8.429865993,8.448718566
100042332,2810410L24Rik,RIKEN cDNA 2810410L24 gene,-0.289312648,-0.36630124,0.020254009,-0.10738995,0.7881298,0.48757103,1.092875342,1.230158977,0.190783199,0.083121442,0.335188459,0.135366365
268515,Bahcc1,BAH domain and coiled-coil containing 1,5.184695277,4.501354192,4.095319824,3.777967484,4.108183047,4.434884605,4.420852482,4.304743265,4.274914179,3.930652287,4.236238176,4.414376482
11465,Actg1,"actin, gamma, cytoplasmic 1",6.137308988,6.290515997,6.493037142,6.744220297,6.54544404,6.715127796,6.823994678,6.942723089,7.016957786,7.257001904,6.358900816,6.416297088
66838,0610009L18Rik,RIKEN cDNA 0610009L18 gene,0.038741549,0.783941395,1.059073257,1.030113574,0.711167818,1.186190312,0.856269061,0.740574524,0.29971757,0.211445539,-2.387277565,-0.635151789
238021,Fscn2,fascin actin-bundling protein 2,0.384917191,0.579927503,0.778053106,0.629575644,1.440206497,0.706580812,-0.847746111,-0.67932873,0.133067701,0.211445539,-1.249774041,-1.263183011
71885,Faap100,Fanconi anemia core complex associated protein 100,4.199125784,4.123204101,3.923642915,3.87851522,3.986909664,3.934044223,4.273536728,4.508892537,4.502776316,4.400008082,4.042338399,4.216964585
217365,Nploc4,"NPL4 homolog, ubiquitin recognition factor",5.73588583,5.5963832,5.871435172,5.80110275,5.690641955,5.679014593,6.255033915,6.418703353,6.791279184,6.776770473,6.862072959,6.702076562
66431,Oxld1,oxidoreductase like domain containing 1,-0.417636745,-0.679459126,-0.551652339,0.423124767,-0.193254522,0.111422544,0.641001075,0.769429387,0.54072567,0.329282029,-0.802315064,-0.474687116
67291,Ccdc137,coiled-coil domain containing 137,4.721200578,5.045158076,4.802090567,4.594282314,3.63247893,3.508118407,4.698899458,4.482994549,4.327322032,4.178457127,3.802546994,3.888410168
70317,Arl16,ADP-ribosylation factor-like 16,2.080911004,2.519320738,2.233247732,2.372300508,2.515696696,2.528377246,2.14642481,1.912117804,1.551780858,1.132590118,1.480618899,0.406668387
15239,Hgs,HGF-regulated tyrosine kinase substrate,5.173602901,5.353630112,5.135983423,5.231272161,5.407801955,5.258140154,5.771231363,5.962576553,5.834073515,5.95663709,5.352840478,5.55467277
56282,Mrpl12,mitochondrial ribosomal protein L12,3.754151,3.903680639,3.923642915,3.738378856,2.820551278,2.987286244,4.221811932,4.277380987,5.386408711,4.984409332,5.656023189,5.878227485
100861766,Gm16755,"predicted gene, 16755",-1.320339544,-2.553928244,-0.475703486,-0.844355544,-1.571766145,-1.74272659,-1.71447958,-2.188342378,-1.574751547,-1.642703594,-0.06534947,-0.815724034
27376,Slc25a10,"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",3.731637747,3.545273434,3.768324849,3.29860241,2.783438105,3.246831664,5.80214744,5.837010176,7.339932558,7.247209818,8.135696216,8.222646298
192173,Mcrip1,MAPK regulated corepressor interacting protein 1,4.732582847,4.409288967,4.860030408,4.743942669,4.770456712,4.705310274,4.983510047,4.777441907,5.591830011,5.385627537,5.153431698,5.312184333
100504013,Gm20014,"predicted gene, 20014",-0.799507381,-0.968965743,-1.513178192,-2.139811428,-1.778217023,0.111422544,-2.63201742,-4.303819595,-3.896679642,-3.758180812,-1.901850738,-3.137652129
18453,P4hb,"prolyl 4-hydroxylase, beta polypeptide",8.738299299,8.656404876,8.201519227,8.076603752,7.890258899,7.81230492,8.545748146,8.53045392,9.187076674,9.112890183,10.22499199,10.27540277
192662,Arhgdia,Rho GDP dissociation inhibitor (GDI) alpha,7.554975769,7.498186913,7.276612825,7.32166802,7.354035522,7.311512456,8.059241437,8.074746215,8.331036568,8.30285279,7.832616962,7.768987977
21681,Alyref,Aly/REF export factor,5.638402282,5.567893036,4.938466748,4.755006336,4.485684127,4.480161178,5.460739721,5.233398806,5.001165814,4.874814385,4.748175219,4.587998152
66156,Anapc11,anaphase promoting complex subunit 11,4.818766876,4.720126297,5.061465126,5.236017872,5.045884974,5.146484839,4.493826513,4.544803345,4.284886766,4.016606248,4.259461133,3.828132156
68671,Pcyt2,"phosphate cytidylyltransferase 2, ethanolamine",4.612452915,4.459782136,4.317045103,4.046415386,5.243296872,5.270220207,4.93699426,4.974629863,5.516242985,5.373676149,6.552301649,6.65838748
209011,Sirt7,sirtuin 7,4.028003738,3.666315711,2.963408148,3.145590791,3.766895966,4.124789768,4.808159642,4.899936237,4.654067143,4.922471734,4.784649789,5.030602119
17134,Mafg,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)",5.541421676,5.558656061,5.908222299,5.756658592,5.203460024,5.228374759,5.59626684,5.745575205,5.76331625,5.760800117,5.411032217,5.244611629
100504040,Gm17586,"predicted gene, 17586",2.340973843,3.11219711,2.857279797,2.699964972,2.128673573,2.072533531,2.469520607,2.419556934,2.789820885,2.780977999,1.890707182,0.831974222
209027,Pycr1,pyrroline-5-carboxylate reductase 1,1.77815032,1.495315275,2.013681355,1.731673832,0.825124007,1.064628332,1.775486407,1.790698004,3.481253862,3.325741672,4.877634128,4.795054758
77583,Notum,notum palmitoleoyl-protein carboxylesterase,-1.20004531,-0.86587225,-1.854215109,-3.277314951,-3.156728646,-5.443166308,-5.801942421,-4.303819595,-1.781202425,-2.173218311,-4.70920566,-4.72261463
68938,Aspscr1,"alveolar soft part sarcoma chromosome region, candidate 1 (human)",4.485894838,4.302670197,4.379724066,4.315142086,4.371530097,4.535544151,4.9900344,4.999200037,5.533075787,5.594230508,5.057323249,5.203681365
20892,Cenpx,centromere protein X,2.839093084,2.849793942,3.087517235,3.204887975,2.968426485,2.82829672,3.9310729,3.900751549,4.127536595,3.911885257,4.88138139,4.58344706
217366,Lrrc45,leucine rich repeat containing 45,5.673275753,5.352294283,5.30431043,5.29329977,5.412367449,5.749742911,5.610098093,5.621487575,5.807800433,5.616134193,5.6138491,5.782204358
170758,Rac3,RAS-related C3 botulinum substrate 3,3.065991584,2.966144726,3.818210233,3.442416105,3.742930381,3.783245885,4.625370423,4.383847689,4.399471818,4.29890838,2.388826423,2.375417453
67880,Dcxr,dicarbonyl L-xylulose reductase,2.43686927,2.089927946,2.942797868,2.681527724,2.865639167,2.711651801,4.916590455,5.006793187,6.112215796,5.847298706,4.536347046,4.508606551
12409,Cbr2,carbonyl reductase 2,5.855237125,5.930335228,7.692036295,7.720005687,7.869933112,7.724408644,6.847538318,6.33491798,6.043389202,6.109612716,3.670172707,3.391127536
111241,Hmga1b,high mobility group AT-hook 1B,5.975878432,6.787158108,6.500695402,6.220536886,5.136972896,4.588879419,7.425523108,7.775109515,7.554016129,7.530493044,5.115753081,4.601565917
19719,Rfng,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,5.016409555,5.068123576,5.33099071,5.216940635,4.981799156,5.017289589,4.366729697,4.367426593,5.431995285,5.233341034,5.471946597,5.430937402
209318,Gps1,G protein pathway suppressor 1,5.606794272,5.418892032,5.640307174,5.604716657,5.316571225,5.231908613,5.309845314,5.184690058,5.793900413,5.619029719,6.100562469,6.03477538
68730,Dus1l,dihydrouridine synthase 1-like (S. cerevisiae),3.935817855,3.793816143,4.110799533,3.75610805,3.771641677,3.959845716,4.498410139,4.452180669,5.300537051,4.82301977,5.518410284,5.666478892
100861787,NA,NA,-0.352048404,-1.200291289,-1.006218203,-1.206925623,-1.778217023,-1.050848885,-3.480014326,-5.888782096,-1.781202425,-0.819581356,1.173437389,0.831974222
14104,Fasn,fatty acid synthase,8.405434208,8.107355018,8.197537629,7.835515477,8.053820946,7.904316653,8.132577766,7.908980739,10.88592618,10.74392582,13.17218915,13.35947722
71276,Ccdc57,coiled-coil domain containing 57,2.603181726,2.347609117,1.587622449,1.540308306,2.098772087,2.331620752,2.733332955,2.615043642,2.751977534,2.581669191,2.984281298,2.266070057
80879,Slc16a3,"solute carrier family 16 (monocarboxylic acid transporters), member 3",3.919310867,4.002364914,2.039794195,2.493514095,2.05272472,1.957713129,0.387882138,0.5541614,-1.23371463,-0.485162317,-3.124243159,-1.915259708
104318,Csnk1d,"casein kinase 1, delta",8.429966931,8.645403288,8.268095234,8.262909974,7.951665126,7.855612273,8.128517733,8.160811237,8.209556119,8.246624855,7.040244806,6.985175866
12516,Cd7,CD7 antigen,-3.036546578,-1.475925732,-0.716711586,-2.139811428,-3.89369424,-3.858203807,-4.216979921,-3.081427174,-2.022210524,-5.343143313,0.045681842,0.486838736
58210,Sectm1b,secreted and transmembrane 1B,2.569726429,3.700313044,2.797315008,2.904582692,2.706218602,2.837604462,3.365475724,3.552087072,3.838029978,4.186287242,6.278768864,6.327914276
209588,Sectm1a,secreted and transmembrane 1A,3.164527122,3.344925033,2.820094877,2.439675943,1.487127544,1.47569693,4.408728922,4.095636363,5.442428042,5.515614787,7.921289002,7.681728662
637008,Gm11793,predicted gene 11793,0.345923059,0.783941395,0.304983485,0.331494291,0.249263714,-0.157764089,0.264146769,0.451067907,-0.055377388,0.6792245,-0.06534947,0.032272872
66179,Ogfod3,2-oxoglutarate and iron-dependent oxygenase domain containing 3,3.353315193,2.755927019,2.820094877,2.395110391,2.282894492,2.408582734,3.234231191,3.125238375,3.806070236,3.741665075,4.194676186,4.246052163
238023,Hexdc,"hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing",2.907642559,2.698211521,2.710569509,2.504044762,2.676161368,2.731759375,3.309193249,3.222353575,3.084411895,2.992247042,3.179537589,3.442292297
217370,BC017643,cDNA sequence BC017643,4.250176186,4.359626082,3.776112696,3.693078587,4.230427072,4.272795682,4.428078014,4.434272665,4.765098455,4.748292074,4.592290535,4.439776699
67608,Narf,nuclear prelamin A recognition factor,4.756940614,4.308192482,3.833218899,3.255625337,4.310876904,4.195269606,3.266835857,3.457731637,4.724151106,4.516391474,4.943639313,4.775237207
68837,Foxk2,forkhead box K2,5.871631564,5.61209532,5.697813502,5.624155368,5.808478445,5.81127184,5.619596486,5.700400871,5.804337963,5.471439153,6.318009225,6.38263915
66840,Wdr45b,WD repeat domain 45B,6.384015224,6.501052846,6.471615003,6.431079236,6.100187651,5.918229225,6.101562889,6.079524699,6.356379915,6.22148255,5.809447496,5.784188808
217371,Rab40b,"Rab40B, member RAS oncogene family",0.459879248,0.465971314,1.673522523,1.600429299,1.988948809,1.832958098,0.264146769,0.378004445,1.17656934,1.527221407,1.665833771,2.14775009
238024,Fn3krp,fructosamine 3 kinase related protein,-0.486349495,-0.29758849,0.020254009,-0.313840827,0.193768601,0.338193406,0.73721639,0.619012545,1.026152497,1.132590118,2.490466685,2.416936723
63828,Fn3k,fructosamine 3 kinase,-2.673976498,-1.816962649,-2.591180704,-1.511780205,-2.671301819,-1.983734689,0.030947593,-0.396928999,2.897736224,3.070484616,3.704422269,3.903094213
108903,Tbcd,tubulin-specific chaperone d,4.898407936,4.688716602,4.532365944,4.604104957,4.654485472,4.535544151,5.32540712,5.324929702,5.19871738,5.265111509,4.858750416,4.734766249
319530,Zfp750,zinc finger protein 750,0.924282825,1.04433108,1.875518916,1.434179955,-1.778217023,-3.121238213,5.534006144,5.762718125,6.767767642,7.003647409,5.738910646,5.573154305
210004,B3gntl1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1",2.380100174,2.593559369,2.547233325,2.461452885,2.186679176,2.433350639,2.693912606,2.953568248,2.253067477,2.508605729,2.708646855,2.437256707
210029,Metrnl,"meteorin, glial cell differentiation regulator-like",3.657935685,3.644653216,3.700373742,3.991344004,3.557516872,3.30166753,2.866942563,3.01509975,4.17478272,3.916599951,2.941846031,1.720328866
74173,Rab10os,"RAB10, member RAS oncogene family, opposite strand",3.480279047,3.568468388,3.318379079,3.211328588,3.25266229,3.448617395,3.481145932,3.720396642,3.603166245,3.434933817,3.215606844,3.294193658
19325,Rab10,"RAB10, member RAS oncogene family",7.952847922,8.151416152,8.290528095,8.201757936,8.196749035,7.981918435,7.612874923,7.68308903,7.659666743,7.58407909,7.58455335,7.649978403
16570,Kif3c,kinesin family member 3C,5.218819267,5.098717586,4.400026178,4.586871193,5.078806961,5.155816663,3.345262504,3.380344583,0.893397288,1.451272554,0.648346345,0.231581681
100043040,1110002L01Rik,RIKEN cDNA 1110002L01 gene,0.264622957,0.719090251,0.505680836,0.378036877,0.075932111,0.622922883,0.175337502,-0.334193244,-1.08932472,-0.819581356,0.500247706,-0.330297207
75302,Asxl2,"additional sex combs like 2, transcriptional regulator",5.097879742,4.935250718,4.839736409,4.513196461,4.929673,4.965163433,5.025400283,4.951208975,5.455731677,5.246507834,5.286561491,5.51936852
13528,Dtnb,"dystrobrevin, beta",5.186075847,5.180781377,5.249422401,5.276506305,5.355024008,5.373017374,5.028572786,5.023358761,5.754970057,5.670179361,5.699124081,5.58230704
13435,Dnmt3a,DNA methyltransferase 3A,6.024535256,6.253784445,6.544671064,6.439333057,6.77902574,6.55718587,5.278208888,5.377418817,5.347287685,5.498421035,5.55406354,5.591402074
668212,Efr3b,EFR3 homolog B,1.821434417,1.759962532,0.897105778,0.84370045,0.671090379,1.27107921,-0.187232577,-0.006139046,-1.23371463,-1.642703594,0.045681842,0.032272872
217378,Dnajc27,DnaJ heat shock protein family (Hsp40) member C27,4.467846815,4.157260716,4.268181522,4.40497742,4.156154309,4.293235624,4.088321856,3.894216113,2.862653765,2.928319715,2.085210206,2.288612626
104111,Adcy3,adenylate cyclase 3,4.525695846,4.544103839,4.351333802,4.438303908,4.474084506,4.583357135,1.598937015,1.999961153,0.626882314,0.211445539,-0.802315064,-1.022174912
52504,Cenpo,centromere protein O,1.590726728,1.495315275,1.43856664,1.319620191,1.797467665,2.056679579,2.086800828,2.245644225,2.110814894,2.36421582,2.621711218,2.310808372
69709,Ptrhd1,peptidyl-tRNA hydrolase domain containing 1,3.353315193,2.952103788,3.576516197,3.674552553,3.781086523,3.64164208,3.490379211,3.417279594,3.929868845,3.78356116,4.253690345,4.280200386
17977,Ncoa1,nuclear receptor coactivator 1,6.576321919,6.836718426,7.031074527,7.07869677,7.255417751,7.180029328,5.534006144,5.497619328,5.264032181,5.515614787,5.625067625,5.63383734
100042014,Gm3625,predicted gene 3625,-0.88970519,-0.769656935,-0.631822688,-1.206925623,-1.391193899,-0.233712942,-0.757548302,-1.244925906,-1.08932472,-0.699287123,-0.802315064,-1.552689628
